id,title,pl_source_id,pl_source_display_name,publication_year
W1575297621,Conserving Biodiversity in the Face of Climate Change,S2765075597,Agenda: a journal of policy analysis and reform,2007
W1480311963,Nuclear power for Australia?,S2765075597,Agenda: a journal of policy analysis and reform,2006
W3123652005,Freedom of Information Practices,S2765075597,Agenda: a journal of policy analysis and reform,2006
W2209936179,Setting Access prices: A Critique of the ACCC’s Approach in Telecommunications,S2765075597,Agenda: a journal of policy analysis and reform,2008
W2225934949,"Australia’s Transition from Native Forests to Plantations: The Implications for Woodchips, Pulpmills, Tax Breaks and Climate Change",S2765075597,Agenda: a journal of policy analysis and reform,2008
W2917326766,Some Sectoral and Global Distributional Issues in Greenhouse Gas Policy Design,S2765075597,Agenda: a journal of policy analysis and reform,2008
W968987470,The Prime Ministerial Task Group's Report on Emissions Trading: A Solution in Search of a Problem,S2765075597,Agenda: a journal of policy analysis and reform,2007
W19695556,Income Mobility and Financial Disadvantage: Australian Children,S2765075597,Agenda: a journal of policy analysis and reform,2006
W2131971562,Has Foreign Capital Made Us Richer?,S2765075597,Agenda: a journal of policy analysis and reform,2006
W3122527357,Immigration Detention Reforms: A Small Gain in Human Rights,S2765075597,Agenda: a journal of policy analysis and reform,2006
W2249128533,The First Two Decisions of the Australian Fair Pay Commission: A Critique,S2765075597,Agenda: a journal of policy analysis and reform,2008
W2250062798,Can Urban Water Markets Work? Some Concerns,S2765075597,Agenda: a journal of policy analysis and reform,2008
W2300322275,No Lessons Learned: A Critique of the Queensland Local Government Reform Commission Final Report,S2765075597,Agenda: a journal of policy analysis and reform,2008
W2262958376,Capital Access of Nonprofit Organisations,S2765075597,Agenda: a journal of policy analysis and reform,2007
W1522999794,"Understanding Australian Income Inequality: The Proper Role played by Globalisation, De-unionisation and the Terms of Trade",S2765075597,Agenda: a journal of policy analysis and reform,2008
W1787636796,Righting Australia’s Vertical Fiscal Imbalance: Transferring Public Hospital Funding as an Option for Reform,S2765075597,Agenda: a journal of policy analysis and reform,2008
W188838215,"The 2020 Summit: ‘Population, Sustainability, Climate Change and Water’",S2765075597,Agenda: a journal of policy analysis and reform,2008
W1898682788,The Prime Ministerial Task Group on Emissions Trading: an assessment,S2765075597,Agenda: a journal of policy analysis and reform,2007
W2243333502,Reply to McKibbin and Quiggin,S2765075597,Agenda: a journal of policy analysis and reform,2007
W2248527804,APEC Moves Behind-the-Border: Evidence that Structural Reform Will Hasten Income Convergence in the Asia-Pacific Region,S2765075597,Agenda: a journal of policy analysis and reform,2008
W255691634,Climate Change Policy: A Theorist’s Plea to Take Heed of Game Theory and Ambiguity Aversion,S2765075597,Agenda: a journal of policy analysis and reform,2008
W2917162848,The Biggest Loser: Education and Skilled Immigration in Australia,S2765075597,Agenda: a journal of policy analysis and reform,2008
W41136227,Reply to McKibbin and Robson,S2765075597,Agenda: a journal of policy analysis and reform,2007
W1550920068,Logic of an Australia-South-Africa FTA,S2765075597,Agenda: a journal of policy analysis and reform,2006
W201110985,Policies and Politics: Challenges and Opportunities for Economists,S2765075597,Agenda: a journal of policy analysis and reform,2006
W2145192314,ACT Financial Management: Victim or Villain?,S2765075597,Agenda: a journal of policy analysis and reform,2006
W133153871,Child Care Affordability and Availability,S2765075597,Agenda: a journal of policy analysis and reform,2007
W1523128235,Regulating Railways in Logistics Chains,S2765075597,Agenda: a journal of policy analysis and reform,2007
W1920995328,Taxpaying Made Easy,S2765075597,Agenda: a journal of policy analysis and reform,2007
W2199792211,Can Urban Water Markets Work? An Optimistic View,S2765075597,Agenda: a journal of policy analysis and reform,2008
W2202938091,Is Policy the Problem or the Solution for Indigenous People? A Rejoinder to Gary Johns,S2765075597,Agenda: a journal of policy analysis and reform,2008
W2231533382,Reply to Quiggin and Robson,S2765075597,Agenda: a journal of policy analysis and reform,2007
W2247187464,"Wrestling with Starbucks: Conscience, Capital, Cappuccino [Book Review]",S2765075597,Agenda: a journal of policy analysis and reform,2008
W2260883459,Will we all be Rooned without a Desal Plant? Hanrahan’s Lament and the Problem of Urban Water Planning under Climate Change,S2765075597,Agenda: a journal of policy analysis and reform,2008
W2283206770,Who Gets What?: Analysing Economic Inequality in Australia [Book Review],S2765075597,Agenda: a journal of policy analysis and reform,2008
W2405126637,A Biographical Dictionary of Australian and New Zealand Economists [Book Review],S2765075597,Agenda: a journal of policy analysis and reform,2008
W2971779948,2020 Summit: ‘An Australian on Mars by 2020’,S2765075597,Agenda: a journal of policy analysis and reform,2008
W7552310,Distribution Effects of Labour Deregulation,S2765075597,Agenda: a journal of policy analysis and reform,2007
W1924806085,Iraq: The Neocon Strategy,S2765075597,Agenda: a journal of policy analysis and reform,2006
W203752359,Credit Markets and the Sons of Gwalia Judgement,S2765075597,Agenda: a journal of policy analysis and reform,2006
W2116560482,Pharmaceuticals Benefit Scheme: Effects of the Safety Net,S2765075597,Agenda: a journal of policy analysis and reform,2006
W3124721631,Research Use of Patented Technologies,S2765075597,Agenda: a journal of policy analysis and reform,2006
W55783098,Advancing the Doha Development Agenda,S2765075597,Agenda: a journal of policy analysis and reform,2006
W83253093,Implications of Work Choices Legislation,S2765075597,Agenda: a journal of policy analysis and reform,2006
W185387662,Making Fiscal Policy Flexibly Independent of Government,S2765075597,Agenda: a journal of policy analysis and reform,1997
W83076201,End-Point Royalties for Plant Breeding in Australia,S2765075597,Agenda: a journal of policy analysis and reform,1998
W206360579,A Strategic Behaviour Approach to Evaluating Competitive Conduct,S2765075597,Agenda: a journal of policy analysis and reform,1998
W201675258,The Premature Burial of Natural Monopoly: Telecommunications Reform in Australia,S2765075597,Agenda: a journal of policy analysis and reform,1998
W1587402518,"Export-led Industrialisation, Employment and Equity: The Malaysian Case",S2765075597,Agenda: a journal of policy analysis and reform,1997
W2334869722,Working Together: Towards an Inclusive Federalism?,S2765075597,Agenda: a journal of policy analysis and reform,1998
W2592469471,Financial Market Reform in Transition Economies,S2765075597,Agenda: a journal of policy analysis and reform,1996
W297518117,Sydney’s Water: A Suitable Case for Private Treatment,S2765075597,Agenda: a journal of policy analysis and reform,1996
W3126134007,Public Standards and Private Monitoring: New Zealand's New Banking Supervision Regime,S2765075597,Agenda: a journal of policy analysis and reform,1996
W11731078,Does Compulsory Voting Distort Electoral Outcomes?,S2765075597,Agenda: a journal of policy analysis and reform,1998
W2597235007,Can Credit Unions Survive in Australia?,S2765075597,Agenda: a journal of policy analysis and reform,1997
W108686166,An Optimistic View of World Food Prospects,S2765075597,Agenda: a journal of policy analysis and reform,1998
W109290691,Australia’s Constitutional Convention 1998,S2765075597,Agenda: a journal of policy analysis and reform,1998
W2598647222,Official Economic Forecasting Errors in Australia 1983–96,S2765075597,Agenda: a journal of policy analysis and reform,1998
W27124325,The Political Costs of Tax Reform: A Canadian Perspective,S2765075597,Agenda: a journal of policy analysis and reform,1998
W55967283,A New Rule for Monetary Policy,S2765075597,Agenda: a journal of policy analysis and reform,1998
W3125295066,International Response to Greenhouse Gas Abatement,S2765075597,Agenda: a journal of policy analysis and reform,1996
